bedrooms,bathrooms_group,log_sqft_living,log_lot,sqft_basement_cat,waterfront,view,condition,grade_categ,lat,long,zona,yr_renovated_catg,price_categ1
3,1,3.146128035678238,3.12057393120585,0,0,2,3,1,47.7147,-122.356,1,0,B1
3,0,3.2380461031287955,3.9242792860618816,1,0,0,4,1,47.6792,-122.115,2,0,B1
6,1,3.6866362692622934,4.071624298539752,1,0,0,3,2,47.5521,-122.137,2,0,C1
3,0,3.326335860928751,4.74967448988999,1,0,1,3,1,47.7665,-122.372,2,0,C1
3,0,3.2600713879850747,3.496929648073215,0,0,0,5,1,47.5271,-122.384,2,1,B1
3,0,3.315970345456918,3.731266349075492,1,0,0,4,1,47.6896,-122.374,2,0,B1
3,1,3.6148972160331345,4.780979412363427,1,0,2,3,1,47.6804,-121.913,1,0,B1
2,0,2.886490725172482,3.754348335711019,0,0,0,4,1,47.6951,-122.366,2,0,B1
3,1,3.1367205671564067,3.003029470553618,1,0,0,3,1,47.6682,-122.361,2,0,B1
2,0,2.9444826721501687,3.682506085939011,0,0,0,4,1,47.3107,-121.999,1,0,B1
3,0,3.220108088040055,3.503790683057181,0,0,0,3,1,47.6368,-122.351,2,0,C1
3,0,3.255272505103306,3.7077404542737713,1,0,0,3,1,47.6514,-122.407,2,0,C1
4,0,3.2833012287035497,3.886490725172482,0,0,0,4,1,47.5381,-122.177,1,0,B1
3,0,2.9444826721501687,4.2578944687308,0,0,0,4,1,47.3634,-122.101,1,0,B1
4,1,3.3909351071033793,3.9825425823029432,0,0,0,3,1,47.4889,-122.317,1,0,B1
4,1,3.450249108319361,3.45484486000851,1,0,0,5,1,47.6813,-122.367,2,0,C1
4,1,3.3636119798921444,3.7460890430562004,0,0,0,4,1,47.5197,-122.2,1,0,B1
4,0,3.1271047983648077,3.9242792860618816,0,0,0,5,1,47.5382,-122.173,1,0,B1
3,1,3.2227164711475833,3.795184589682424,1,0,0,4,1,47.6413,-122.113,2,0,B1
3,0,3.0569048513364727,3.930847191682497,0,0,0,5,1,47.2098,-122.004,1,0,B1
4,0,3.294466226161593,3.8722145633975855,1,0,0,3,1,47.765,-122.335,1,0,B1
3,1,3.367355921026019,3.9618954736678504,0,0,0,3,1,47.5467,-122.181,2,0,C1
3,1,3.24551266781415,3.846522668416287,0,0,0,3,1,47.7468,-121.98,1,0,B1
2,1,3.0569048513364727,3.072249897613515,0,0,0,3,1,47.6713,-122.383,2,0,B1
3,0,3.1172712956557644,3.6989700043360187,0,0,0,3,1,47.6624,-122.347,2,0,B1
3,0,3.146128035678238,3.6972293427597176,1,0,0,3,1,47.7041,-122.34,1,0,B1
4,0,3.214843848047698,3.8573324964312685,0,0,0,3,1,47.7471,-122.324,1,0,B1
3,0,3.2600713879850747,3.61066016308988,0,0,2,3,1,47.6735,-122.401,2,1,C1
5,1,3.7831886910752575,4.16823222951342,0,0,0,3,2,47.5306,-122.134,1,0,C1
4,1,3.357934847000454,3.505149978319906,1,0,0,5,1,47.6709,-122.282,2,0,C1
3,0,3.1398790864012365,3.8736692927067944,0,0,0,3,1,47.3336,-122.272,1,0,B1
4,0,3.3783979009481375,4.37837972925074,1,0,0,3,1,47.7557,-122.237,1,0,B1
3,0,3.296665190261531,3.829946695941636,0,0,0,4,1,47.6398,-122.113,2,0,B1
3,0,3.164352855784437,3.989004615698537,0,0,0,4,1,47.3242,-122.144,1,0,B1
3,0,3.2329961103921536,3.716003343634799,1,0,0,5,1,47.3651,-122.094,1,0,B1
6,1,3.5563025007672873,3.597695185925512,1,0,0,3,1,47.5656,-122.372,1,0,B1
4,0,3.3710678622717363,4.735997884091794,1,0,0,4,1,47.4816,-122.005,2,0,B1
4,1,3.414639146737009,3.7445276734725668,0,0,0,3,1,47.3412,-122.178,1,0,B1
4,0,3.305351369446624,3.8367670473942055,1,0,0,5,1,47.7,-122.292,2,0,B1
3,1,3.5276299008713385,4.362953458944285,1,1,4,3,2,47.7434,-122.263,1,0,C1
3,1,3.298853076409707,3.5563025007672873,0,0,0,3,1,47.3841,-122.041,1,0,B1
2,0,2.845098040014257,3.9095560292411755,0,0,0,3,1,47.6962,-122.321,2,0,B1
4,1,3.5809249756756194,3.8880671134074367,0,0,0,3,1,47.5925,-122.058,2,0,C1
6,1,3.583198773968623,3.681241237375587,1,0,0,3,1,47.6404,-122.361,2,1,C1
3,0,3.4638929889859074,3.8195439355418688,1,0,0,4,1,47.5576,-122.281,1,1,C1
4,1,3.4424797690644486,3.9890491564382202,0,0,0,3,1,47.3739,-122.126,1,0,B1
3,1,3.361727836017593,3.906712056942964,1,0,0,4,1,47.7091,-122.198,1,0,B1
3,0,3.1492191126553797,3.9614210940664485,0,0,0,5,1,47.5683,-122.178,2,0,B1
3,1,3.481442628502305,4.477222578278151,0,0,0,4,2,47.743,-122.036,2,0,C1
3,1,3.2430380486862944,3.196452541703389,1,0,0,3,1,47.6498,-122.321,2,0,B1
2,1,3.2648178230095364,3.1760912590556813,0,0,0,3,1,47.6595,-122.354,2,0,B1
3,1,3.439332693830263,3.7926017811649664,1,1,4,5,1,47.6163,-122.068,2,0,C1
2,0,3.093421685162235,3.9599472157084987,0,0,0,4,1,47.6221,-122.193,2,0,C1
4,1,3.315970345456918,3.8573324964312685,1,0,0,5,1,47.697,-122.169,2,0,B1
4,1,3.399673721481038,3.9983901303180476,1,0,0,4,1,47.5973,-122.177,2,0,C1
4,0,3.3283796034387376,3.4183012913197452,1,0,0,5,1,47.6515,-122.346,2,0,B1
4,1,3.2695129442179165,4.103564280050957,1,0,0,3,1,47.3114,-122.395,1,0,B1
6,1,3.4742162640762553,4.301029995663981,1,0,4,3,1,47.7599,-122.375,2,0,C1
3,0,3.113943352306837,3.8808135922807914,0,0,0,4,1,47.2083,-122.005,1,0,B1
4,1,3.3350565194390915,3.7695988483874463,0,0,0,3,1,47.2734,-122.251,1,0,B1
4,1,3.315970345456918,3.6344772701607315,0,0,0,3,1,47.5319,-121.85,2,0,B1
5,1,3.6711728427150834,3.8263987821876175,1,0,0,3,2,47.5539,-122.108,2,0,C1
4,1,3.3180633349627615,3.7520484478194387,1,0,0,3,1,47.5107,-122.257,1,0,B1
3,1,3.278753600952829,3.9138138523837167,0,0,0,4,1,47.402,-122.183,1,0,B1
2,1,3.060697840353612,3.0115704435972783,0,0,0,3,1,47.6534,-122.356,2,0,B1
3,1,3.27415784926368,3.8172347304254983,1,0,0,4,1,47.6396,-122.113,2,0,B1
4,1,3.3729120029701067,3.9213742954184743,0,0,0,3,1,47.4403,-122.126,1,0,B1
4,0,3.1818435879447726,4.903903526690164,0,0,0,2,1,47.4742,-121.769,1,0,B1
3,0,3.220108088040055,3.912434633375575,1,0,0,3,1,47.7103,-122.199,1,0,B1
4,1,3.383815365980431,3.6994908452722046,0,0,0,3,1,47.4795,-122.126,1,0,B1
2,0,3.2174839442139063,3.863976783904387,1,0,0,3,1,47.7772,-122.357,1,0,B1
5,0,3.510545010206612,3.7262380468026377,0,0,0,3,1,47.523,-121.875,2,0,B1
5,0,3.5943925503754266,4.006466042249231,1,0,0,4,1,47.6317,-122.114,2,0,B1
2,0,2.8976270912904414,3.8750612633917,0,0,0,3,1,47.4007,-122.294,1,0,B1
3,0,3.12057393120585,3.8573324964312685,0,0,0,4,1,47.5048,-122.19,1,0,B1
2,0,2.9190780923760737,3.7075701760979363,0,0,0,4,1,47.5259,-122.379,1,0,B1
4,1,3.469822015978163,4.684405460631861,0,0,0,3,2,47.5938,-122.048,2,0,C1
2,0,2.963787827345555,3.163757523981956,0,0,0,3,1,47.7081,-122.342,1,0,B1
4,1,3.3180633349627615,3.886490725172482,1,0,0,3,1,47.4349,-122.17,1,0,B1
4,1,3.649334858712142,4.22924656201756,1,0,0,3,1,47.6338,-122.232,2,1,C1
2,1,3.184691430817599,3.121887985103681,1,0,0,3,1,47.6032,-122.311,2,0,B1
3,0,3.113943352306837,3.9008039348103694,0,0,0,3,1,47.3162,-122.194,1,0,B1
2,1,3.0681858617461617,3.004751155591001,0,0,0,3,1,47.5321,-122.073,2,0,B1
3,0,3.2528530309798933,4.058046230395282,1,0,0,3,1,47.6319,-122.035,2,0,B1
4,1,3.392696953259666,4.889581802149624,0,0,0,4,1,47.5888,-122.011,2,0,B1
2,0,3.0569048513364727,3.9181352261663593,0,0,0,3,1,47.6949,-122.21,2,1,B1
3,1,3.1367205671564067,3.6989700043360187,0,0,0,3,1,47.7372,-121.981,1,0,B1
2,0,3.103803720955957,3.2823955047425257,0,0,0,3,1,47.5648,-122.294,1,0,B1
5,0,3.3283796034387376,3.9248992640142837,1,0,0,3,1,47.7403,-122.318,1,1,B1
3,0,3.0211892990699383,3.8750612633917,0,0,0,3,1,47.5473,-122.396,2,0,B1
3,0,3.100370545117563,3.9706257766882946,0,0,0,4,1,47.3713,-122.186,1,0,B1
3,1,3.298853076409707,3.557988148224913,0,0,0,3,1,47.36,-122.039,1,0,B1
4,1,3.230448921378274,3.9542425094393248,0,0,0,5,1,47.7306,-122.233,1,0,B1
3,1,3.44870631990508,3.6634182122526795,0,0,0,3,1,47.7735,-122.227,1,0,B1
3,0,3.383815365980431,3.6989700043360187,1,0,0,4,1,47.6744,-122.353,2,0,C1
4,1,3.4899584794248346,3.8289175616166857,0,0,4,3,1,47.768,-122.388,2,1,C1
3,1,3.3483048630481607,4.073168262265102,1,0,0,5,1,47.563,-122.178,2,0,C1
3,1,3.287801729930226,3.919705534549121,1,0,1,4,1,47.4556,-122.346,1,0,B1
3,0,3.0253058652647704,3.960280464436642,0,0,2,5,1,47.201,-121.999,1,0,B1
1,0,2.568201724066995,3.2555137128195333,0,0,0,5,1,47.6778,-122.389,2,0,B1
4,0,3.1702617153949575,4.048092051812373,0,0,0,4,1,47.5849,-122.051,2,0,C1
2,1,3.362670929725667,3.7466341989375787,0,0,0,3,1,47.7203,-122.024,2,0,C1
2,0,3.0253058652647704,3.7113009599161657,0,0,0,5,1,47.3613,-122.088,1,0,B1
3,0,3.225309281725863,4.138334282071019,0,0,0,4,1,47.5716,-122.227,2,0,B1
2,0,2.9444826721501687,3.7403626894942437,0,0,0,3,1,47.5573,-122.289,1,0,B1
3,0,3.1398790864012365,4.188253327026504,0,0,0,4,1,47.5951,-122.036,2,0,B1
3,0,3.3502480183341627,4.893345571818231,0,0,0,5,1,47.4638,-122.484,1,0,B1
3,0,3.1398790864012365,3.7323937598229686,0,0,0,4,1,47.7134,-122.288,1,0,B1
3,1,3.146128035678238,3.882467614895371,1,0,0,3,1,47.3788,-122.179,1,0,B1
2,1,3.143014800254095,3.0538464268522527,1,0,0,3,1,47.6228,-122.319,2,0,B1
5,0,3.271841606536499,3.865932668193186,0,0,0,3,1,47.5951,-122.144,2,0,B1
3,1,3.100370545117563,3.4075608494863627,0,0,0,3,1,47.5482,-121.998,2,0,B1
3,1,3.1986570869544226,4.2099169530089915,0,0,0,4,1,47.5643,-121.897,1,0,B1
2,0,2.9242792860618816,4.695989224150181,0,0,0,2,1,47.4727,-122.292,1,0,B1
5,1,3.303196057420489,3.861175835513029,1,0,0,3,1,47.6945,-122.33,2,0,B1
3,0,3.1172712956557644,3.619406410886777,0,0,0,4,1,47.5301,-122.381,1,0,B1
4,0,3.2227164711475833,4.1180993120779945,0,0,0,5,1,47.6315,-122.101,2,0,C1
3,0,3.1583624920952498,3.736953953783146,0,0,0,3,1,47.3784,-122.046,1,0,B1
4,1,3.537819095073274,4.545307116465824,0,0,0,3,2,47.7302,-122.106,2,0,C1
1,0,3.089905111439398,3.9684829485539352,0,0,0,4,1,47.7055,-122.348,1,0,B1
3,1,3.2174839442139063,3.8640955734242475,1,0,0,3,1,47.7375,-122.194,1,0,B1
2,0,3.089905111439398,3.1806992012960347,0,0,0,3,1,47.7265,-122.314,1,0,B1
3,0,3.146128035678238,3.7596678446896306,1,0,2,3,1,47.5659,-122.38,1,0,B1
4,1,3.3541084391474008,4.138460594725703,0,0,0,4,1,47.3767,-122.161,1,0,B1
3,0,3.361727836017593,3.792391689498254,1,0,0,4,1,47.4176,-122.323,1,0,B1
3,1,3.3201462861110542,3.9620376865650124,1,0,0,3,1,47.7334,-122.167,1,0,B1
3,0,3.0492180226701815,4.024321442141565,0,0,0,4,1,47.7575,-122.072,2,0,B1
3,1,3.1583624920952498,3.650598898172657,0,0,0,3,1,47.6825,-122.036,2,0,B1
3,1,3.290034611362518,3.9478256844424506,1,0,0,3,1,47.7538,-122.312,1,0,B1
3,0,3.0791812460476247,3.924486043733915,0,0,0,3,1,47.4482,-122.269,1,0,B1
5,1,3.3944516808262164,3.8573324964312685,1,0,0,3,1,47.4586,-122.283,1,0,B1
4,1,3.298853076409707,3.860457795423471,1,0,0,3,1,47.2839,-122.202,1,0,B1
3,1,3.1958996524092336,3.6924944075030846,0,0,0,3,1,47.5342,-121.842,2,0,B1
3,1,3.2671717284030137,4.229425847920695,0,0,2,4,1,47.7128,-122.365,2,0,B1
6,1,3.459392487759231,3.8785217955012063,0,0,0,3,1,47.5959,-122.3,1,0,B1
3,0,3.3242824552976926,4.00021709297223,1,0,0,5,1,47.688,-122.168,2,0,B1
3,0,2.9542425094393248,3.879439965995217,0,0,0,4,1,47.2881,-122.22,1,0,B1
3,0,3.2648178230095364,3.8296253533580495,0,0,2,3,1,47.3512,-122.305,1,0,B1
3,0,3.0086001717619175,3.7867514221455614,0,0,0,3,1,47.6787,-122.285,2,0,B1
4,1,3.7024305364455254,4.235730397379406,1,0,0,5,2,47.5701,-122.188,2,0,C1
3,0,3.1492191126553797,3.9843922785242656,0,0,0,3,1,47.7608,-122.361,2,0,B1
3,1,3.459392487759231,4.566083784167996,0,0,0,3,2,47.766,-122.044,2,0,C1
3,1,3.146128035678238,4.056904851336473,0,0,0,3,1,47.7428,-122.231,1,0,B1
2,0,2.9138138523837167,3.816241299991783,0,0,0,3,1,47.5478,-122.381,1,1,B1
3,0,3.0492180226701815,4.0279608597854475,0,0,0,4,1,47.2886,-122.274,1,0,B1
5,1,3.611723308007342,4.108903127667313,1,0,2,4,2,47.6627,-122.188,2,0,C1
3,0,3.255272505103306,3.7958800173440754,1,0,0,3,1,47.5778,-122.389,2,0,B1
3,0,3.1583624920952498,3.630224410752432,1,0,0,3,1,47.5468,-122.293,1,0,B1
3,0,3.093421685162235,4.039652023581924,0,0,0,3,1,47.3705,-122.15,1,0,B1
2,0,3.271841606536499,3.694605198933569,0,0,0,3,1,47.7195,-122.022,2,0,B1
5,1,3.4409090820652177,3.7781512503836434,0,0,0,3,1,47.5289,-122.321,1,0,B1
4,1,3.6053050461411096,4.036948112195279,0,0,0,3,2,47.5651,-122.034,2,0,C1
3,1,3.3654879848909,4.756354600289802,1,0,0,4,1,47.6163,-122.056,2,0,B1
3,0,3.041392685158225,3.243286146083446,1,0,0,3,1,47.5927,-122.306,1,0,B1
2,0,3.012837224705172,3.7596678446896306,0,0,0,5,1,47.5861,-122.391,2,0,B1
4,1,3.3820170425748683,4.221414237842339,0,0,0,4,1,47.5706,-122.163,2,0,C1
2,0,3.305351369446624,3.8273692730538253,1,0,0,3,1,47.5474,-122.291,1,0,B1
4,1,3.4313637641589874,3.9334872878487053,0,0,0,3,1,47.2087,-122.009,1,0,B1
2,0,3.0755469613925306,2.9036325160842376,0,0,0,3,1,47.5212,-122.358,1,0,B1
4,1,3.482873583608754,3.61857102812013,1,0,0,3,1,47.5429,-122.012,2,0,C1
4,0,3.12057393120585,3.6970548922725746,1,0,0,4,1,47.5266,-122.379,1,0,B1
3,0,3.130333768495006,3.850339854583479,0,0,0,5,1,47.7318,-122.305,1,0,B1
4,1,3.519827993775719,4.323252100171687,1,0,0,5,1,47.5197,-122.041,2,0,C1
3,0,3.103803720955957,3.779380011491656,1,0,0,4,1,47.737,-122.225,1,0,B1
4,1,3.305351369446624,4.933553085058422,0,0,0,3,1,47.483,-122.026,2,0,B1
4,0,3.278753600952829,4.359759616415701,1,0,0,3,1,47.3102,-122.023,1,1,B1
3,1,3.298853076409707,4.311032969791041,1,0,0,4,1,47.3259,-121.896,1,0,B1
5,1,3.3909351071033793,3.748498126613737,0,0,0,3,1,47.3658,-122.037,1,0,B1
4,1,3.3783979009481375,4.760414943523006,0,0,0,3,1,47.6651,-122.067,2,0,B1
3,1,3.399673721481038,3.99563519459755,1,0,0,3,1,47.2988,-122.374,1,0,B1
5,1,3.575187844927661,4.357229498390283,1,0,3,4,2,47.5333,-122.22,2,0,C1
3,1,3.2013971243204513,3.529045170765769,0,0,0,3,1,47.7344,-121.986,1,0,B1
4,1,3.298853076409707,3.746400644491561,0,0,0,3,1,47.3191,-122.191,1,0,B1
1,0,2.838849090737255,3.8341026557127935,0,0,0,4,1,47.3109,-122.225,1,0,B1
3,1,3.271841606536499,3.7269715836828765,0,0,0,3,1,47.7447,-121.984,1,0,B1
3,0,3.089905111439398,3.974971994298069,0,0,0,3,1,47.4657,-121.747,1,0,B1
3,0,3.2430380486862944,3.406540180433955,0,0,0,3,1,47.7329,-122.343,1,0,B1
3,0,3.2648178230095364,3.4510184521554574,1,0,0,3,1,47.6428,-122.302,2,0,C1
3,0,3.093421685162235,2.9925535178321354,0,0,0,3,1,47.7235,-122.353,1,0,B1
3,1,3.155336037465062,3.182129214052998,1,0,0,3,1,47.6353,-122.371,2,0,B1
6,1,3.4313637641589874,3.8701697211364405,1,0,0,3,1,47.5525,-122.3,1,0,B1
4,1,3.3010299956639813,3.9542425094393248,0,0,0,4,1,47.3125,-122.387,1,0,B1
4,1,3.4533183400470375,3.6532125137753435,0,0,0,3,1,47.7678,-122.237,1,0,B1
4,1,3.303196057420489,3.95784663370815,1,0,0,4,1,47.553,-122.182,2,0,B1
4,1,3.5352941200427703,4.200768444783171,0,0,4,3,2,47.5364,-121.856,2,0,C1
5,1,3.597695185925512,4.402175375031505,1,0,0,3,1,47.525,-122.172,1,0,B1
3,1,3.4265112613645754,4.569245123963913,0,0,0,3,1,47.3347,-122.077,1,0,B1
4,1,3.404833716619938,3.803798407989674,1,0,0,3,1,47.4608,-122.215,1,0,B1
4,0,3.4608978427565478,3.9542425094393248,1,0,4,3,1,47.5682,-122.274,1,0,C1
5,0,3.3404441148401185,4.435525851498655,0,0,0,4,1,47.4546,-122.337,1,1,B1
3,0,2.9912260756924947,3.8811563210755637,0,0,0,3,1,47.4356,-122.29,1,0,B1
3,1,3.2227164711475833,3.625312450961674,0,0,0,3,1,47.3834,-122.028,1,0,B1
3,0,3.230448921378274,4,0,0,0,3,1,47.7661,-122.205,1,0,B1
3,0,2.9030899869919438,3.760422483423212,1,0,0,3,1,47.7505,-122.317,1,0,B1
3,1,3.531478917042255,3.8573324964312685,1,0,2,3,1,47.4878,-122.191,1,0,B1
2,0,2.9684829485539352,3.882125919770032,0,0,0,2,1,47.467,-122.349,1,0,B1
3,1,3.2624510897304293,3.917820481993697,1,0,0,3,1,47.6336,-122.025,2,0,B1
3,0,3.0253058652647704,3.8703453710809597,0,0,2,4,1,47.7712,-122.392,2,0,B1
3,0,3.2430380486862944,3.6981005456233897,1,0,0,3,1,47.6667,-122.361,2,0,B1
3,0,3.2227164711475833,3.660106221723244,0,0,0,3,1,47.6854,-122.373,2,0,B1
3,0,3.2648178230095364,4.005395031886706,1,0,0,4,1,47.5607,-122.217,2,0,C1
4,1,3.5010592622177517,4.028896445131471,0,0,2,3,1,47.3179,-122.257,1,0,B1
3,0,3.0827853703164503,3.716003343634799,0,0,0,5,1,47.3615,-122.087,1,0,B1
5,0,3.3654879848909,3.90848501887865,1,0,0,4,1,47.4631,-122.341,1,0,B1
3,0,3.100370545117563,3.7781512503836434,0,0,3,3,1,47.5058,-122.384,1,0,B1
3,1,3.2810333672477277,4.820930147180551,0,0,0,3,1,47.5385,-121.911,1,0,B1
4,0,3.155336037465062,3.8048206787211623,1,0,0,4,1,47.6942,-122.319,2,0,B1
2,0,3.285557309007774,3.741939077729199,0,0,0,3,1,47.7191,-122.022,2,0,B1
4,0,3.3729120029701067,3.7781512503836434,1,0,0,3,1,47.6465,-122.357,2,0,C1
4,0,3.303196057420489,4.085932445550636,1,0,0,4,1,47.5013,-122.147,1,0,B1
3,0,3.278753600952829,3.6989700043360187,1,0,0,3,1,47.6779,-122.294,2,0,C1
6,0,3.4885507165004443,3.7403626894942437,0,0,0,1,1,47.6031,-122.296,2,0,B1
4,0,3.3138672203691533,3.6020599913279625,1,0,2,3,1,47.6857,-122.353,2,1,C1
2,0,3.2041199826559246,3.7759015788916743,1,0,0,4,1,47.5691,-122.394,2,0,B1
4,1,3.3138672203691533,3.9278834103307068,1,0,0,3,1,47.5605,-122.124,2,0,C1
3,1,3.2227164711475833,3.7241119539612124,0,0,0,3,1,47.3925,-122.165,1,0,B1
4,1,3.3729120029701067,4.200303182981585,0,0,0,3,1,47.6307,-122.051,2,0,B1
3,0,3.1760912590556813,3.6127838567197355,1,0,0,3,1,47.6689,-122.367,2,0,B1
3,0,3.3201462861110542,4.198382130008294,0,0,0,3,1,47.7296,-122.199,1,0,B1
3,1,3.1522883443830563,3.085290578230065,1,0,0,3,1,47.6827,-122.324,2,0,B1
3,0,3.041392685158225,3.9755237129603316,0,0,0,3,1,47.4864,-122.337,1,0,B1
4,1,3.4533183400470375,3.7971289877965524,0,0,0,3,1,47.7386,-122.235,1,0,B1
3,0,3.278753600952829,3.87989832433001,0,0,0,5,1,47.5091,-122.19,1,0,B1
3,1,3.3502480183341627,3.78511619502192,0,0,0,3,1,47.3503,-122.042,1,0,B1
4,1,3.4638929889859074,3.9542425094393248,1,0,0,4,1,47.544,-122.176,2,0,B1
1,0,2.792391689498254,3.7075701760979363,0,0,0,3,1,47.5699,-122.287,1,0,B1
3,0,3.287801729930226,3.808885867359812,1,0,2,5,1,47.5664,-122.389,2,0,C1
4,1,3.4771212547196626,3.8383452687759907,0,0,0,3,1,47.7623,-122.165,2,0,B1
3,0,2.9822712330395684,3.7413092088995694,0,0,0,4,1,47.4944,-122.165,1,0,B1
4,1,3.322219294733919,3.651278013998144,1,0,0,4,1,47.6691,-122.294,2,0,C1
3,0,3.1492191126553797,4.680480556241962,0,0,0,3,1,47.7149,-121.96,1,0,B1
2,0,3.225309281725863,3.791971201020768,0,0,0,3,1,47.7136,-122.03,2,0,B1
4,1,3.5211380837040362,4.024239306069092,1,0,0,5,1,47.5376,-122.18,1,0,C1
5,1,3.41161970596323,4.0511525224473814,1,0,0,3,1,47.397,-122.313,1,0,B1
2,0,2.9395192526186187,3.788875115775417,0,0,0,3,1,47.5256,-122.347,1,0,B1
5,1,3.3891660843645326,3.661907292766021,0,0,0,3,1,47.6828,-122.388,2,0,B1
5,1,3.4712917110589387,3.885361220031512,1,0,2,5,1,47.6456,-122.389,2,0,C1
3,0,3.100370545117563,4.390051496458987,0,0,2,4,1,47.5442,-122.396,2,0,C1
3,1,3.161368002234975,3.669037800885156,0,0,0,3,1,47.7611,-122.233,1,0,B1
4,1,3.5118833609788744,5.371184274550617,0,0,2,3,1,47.2582,-122.113,1,0,B1
5,1,3.3027637084729817,3.7032913781186614,1,0,0,3,1,47.5376,-122.292,1,0,B1
6,0,3.1367205671564067,3.7058637122839193,1,0,0,3,1,47.5238,-122.35,1,0,B1
2,1,3.164352855784437,3.267406418752904,1,0,0,3,1,47.6461,-122.362,2,0,C1
2,0,2.9684829485539352,4.104623660435326,0,0,0,4,1,47.6567,-121.909,1,0,B1
4,0,3.2764618041732443,3.9640237928400337,1,0,0,3,1,47.774,-122.348,1,0,B1
2,0,2.9731278535996988,3.587037117743456,0,0,0,4,1,47.6631,-122.345,2,0,B1
2,0,3.0043213737826426,3.5928426831311002,1,0,2,4,1,47.5728,-122.306,1,0,B1
3,0,3.146128035678238,3.9822712330395684,0,0,0,4,1,47.2878,-122.297,1,0,B1
3,1,3.2380461031287955,3.7633531087482153,0,0,0,4,1,47.3499,-122.177,1,0,B1
4,1,3.311753861055754,3.961088719767896,0,0,0,3,1,47.4597,-122.355,1,0,B1
4,1,3.255272505103306,3.9651546459869254,0,0,0,3,1,47.1927,-122.015,1,0,B1
4,0,3.2068258760318495,4.380211241711606,0,0,0,3,1,47.2751,-122.252,1,0,B1
3,0,3.2648178230095364,3.535547279176668,0,0,0,3,1,47.7368,-122.295,1,0,B1
5,1,3.4683473304121573,4.5798864436574345,1,0,0,3,1,47.7653,-122.077,2,0,B1
5,1,3.423245873936808,4.113508840532819,1,0,0,4,1,47.7482,-122.244,1,0,B1
3,0,3.4158077276355434,4.080265627339845,1,0,0,3,1,47.7725,-121.899,1,0,B1
3,1,3.374748346010104,3.896415976473123,0,0,0,3,1,47.7281,-122.168,1,0,B1
2,0,3.278753600952829,3.8887409606828927,1,0,0,4,1,47.5227,-122.372,1,0,B1
3,0,3.1367205671564067,3.9858753573083936,0,0,0,4,1,47.6127,-122.045,2,0,B1
2,0,2.845098040014257,3.4771212547196626,0,0,0,4,1,47.6846,-122.346,2,0,B1
1,0,2.845098040014257,3.3979400086720375,0,0,0,4,1,47.5662,-122.364,1,0,B1
5,1,3.5327543789924976,3.958468318366944,1,0,3,3,1,47.6285,-122.361,2,0,C1
4,1,3.496929648073215,3.9271136119337604,0,0,0,3,1,47.4866,-122.147,1,0,B1
4,1,3.4653828514484184,3.8573324964312685,1,0,3,3,1,47.5947,-122.288,1,1,C1
4,0,3.361727836017593,3.981501488148247,1,0,0,3,1,47.5671,-121.89,1,0,B1
3,1,3.2380461031287955,3.5563025007672873,0,0,0,3,1,47.5019,-122.34,1,0,B1
3,0,3.1367205671564067,3.9180303367848803,0,0,0,4,1,47.4096,-122.172,1,0,B1
3,0,3.367355921026019,3.984617313236748,1,0,0,4,1,47.5714,-122.211,2,0,C1
3,1,3.3138672203691533,4.675026379926308,1,0,2,4,1,47.2758,-122.265,1,0,B1
4,1,3.432969290874406,3.6094876898532853,0,0,0,4,2,47.604,-122.288,2,0,C1
4,1,3.1760912590556813,3.8473258307854237,1,0,0,3,1,47.3665,-122.276,1,0,B1
4,1,3.315970345456918,4.052540045934022,0,0,0,3,1,47.5284,-122.173,1,0,B1
2,0,3.215637563435062,4.1648285343444815,0,0,1,4,1,47.3973,-122.312,1,0,B1
4,1,3.6464037262230695,4.496279102458945,0,0,0,3,2,47.6422,-122.157,2,0,C1
3,1,3.4265112613645754,3.6989700043360187,1,0,3,5,1,47.5855,-122.292,1,1,C1
4,1,3.4313637641589874,3.9867717342662448,1,0,0,3,1,47.7752,-122.198,1,0,B1
3,1,3.469822015978163,4.010893313104381,0,0,0,3,1,47.4888,-122.14,1,0,B1
4,1,3.2528530309798933,4.282780668249126,0,0,0,4,1,47.3617,-122.172,1,0,B1
4,1,3.4183012913197452,3.6074550232146687,0,0,0,3,1,47.5017,-122.34,1,0,B1
3,0,3.2576785748691846,3.8578750255235623,1,0,0,4,1,47.3656,-122.278,1,0,B1
3,1,3.307496037913213,3.886490725172482,1,0,0,5,1,47.626,-122.112,2,0,B1
3,0,3.3242824552976926,4.019282495761732,1,0,0,4,1,47.7344,-122.246,1,0,B1
3,1,3.255272505103306,3.760497875226527,0,0,0,4,1,47.5293,-122.363,1,0,B1
3,0,3.173186268412274,3.5888317255942073,0,0,0,3,1,47.662,-122.363,2,0,B1
4,1,3.3502480183341627,3.9190780923760737,0,0,0,3,1,47.7746,-122.197,1,0,B1
4,1,3.4683473304121573,3.7781512503836434,0,0,0,3,1,47.7533,-122.198,1,0,B1
6,1,3.45178643552429,4.0244446171313495,1,0,0,4,1,47.636,-122.171,2,0,C1
3,1,3.143014800254095,3.03342375548695,1,0,0,3,1,47.5325,-122.282,1,0,B1
4,1,3.481442628502305,4.264817823009537,1,0,3,3,1,47.7019,-122.243,1,0,C1
6,1,3.503790683057181,3.6720978579357175,0,0,0,3,1,47.3724,-122.105,1,0,B1
